Equation,Answer
1 * 75 = ,75
55 - 43 = ,12
26 - 100 = ,-74
48 + 34 = ,82
5852 / 77 = ,76
520 / 26 = ,20
68 * 64 = ,4352
2392 / 52 = ,46
99 + 75 = ,174
28 * 43 = ,1204
84 * 100 = ,8400
4042 / 47 = ,86
92 - 21 = ,71
31 * 67 = ,2077
34 - 2 = ,32
64 + 9 = ,73
16 - 96 = ,-80
37 * 51 = ,1887
6 - 81 = ,-75
49 * 62 = ,3038
222 / 74 = ,3
938 / 14 = ,67
56 * 2 = ,112
41 - 60 = ,-19
30 - 96 = ,-66
68 * 21 = ,1428
4165 / 49 = ,85
99 + 27 = ,126
2178 / 66 = ,33
12 - 37 = ,-25
57 * 54 = ,3078
38 + 44 = ,82
24 + 61 = ,85
70 / 7 = ,10
33 - 6 = ,27
2870 / 41 = ,70
76 - 57 = ,19
17 - 36 = ,-19
19 - 63 = ,-44
39 * 82 = ,3198
31 * 13 = ,403
53 + 72 = ,125
39 - 97 = ,-58
95 + 86 = ,181
28 + 40 = ,68
91 - 22 = ,69
54 * 20 = ,1080
55 - 90 = ,-35
19 * 41 = ,779
91 + 90 = ,181
89 - 22 = ,67
84 / 2 = ,42
1148 / 41 = ,28
87 * 1 = ,87
63 - 15 = ,48
143 / 13 = ,11
57 * 6 = ,342
44 * 41 = ,1804
57 * 96 = ,5472
360 / 4 = ,90
2490 / 83 = ,30
32 * 65 = ,2080
41 - 48 = ,-7
4 - 75 = ,-71
63 - 72 = ,-9
60 * 34 = ,2040
33 * 33 = ,1089
52 + 36 = ,88
4368 / 78 = ,56
2 + 70 = ,72
12 + 43 = ,55
23 - 64 = ,-41
2623 / 43 = ,61
72 + 86 = ,158
6674 / 94 = ,71
49 + 6 = ,55
33 - 68 = ,-35
63 + 42 = ,105
2184 / 91 = ,24
27 - 9 = ,18
93 + 43 = ,136
67 + 30 = ,97
50 - 78 = ,-28
13 * 85 = ,1105
30 + 50 = ,80
91 - 47 = ,44
2886 / 39 = ,74
69 * 80 = ,5520
92 * 55 = ,5060
9 - 1 = ,8
896 / 56 = ,16
90 + 72 = ,162
7 + 96 = ,103
2280 / 76 = ,30
19 - 8 = ,11
1518 / 46 = ,33
6225 / 75 = ,83
22 * 93 = ,2046
23 - 27 = ,-4
180 / 60 = ,3
88 * 11 = ,968
126 / 7 = ,18
98 - 99 = ,-1
39 - 79 = ,-40
10 + 65 = ,75
93 + 36 = ,129
22 + 40 = ,62
11 + 85 = ,96
53 + 93 = ,146
95 * 74 = ,7030
69 - 5 = ,64
40 + 34 = ,74
29 - 94 = ,-65
82 - 47 = ,35
2494 / 43 = ,58
21 + 47 = ,68
93 + 43 = ,136
43 * 92 = ,3956
59 * 58 = ,3422
98 - 47 = ,51
3330 / 90 = ,37
37 + 94 = ,131
90 + 26 = ,116
1250 / 50 = ,25
4830 / 69 = ,70
68 * 45 = ,3060
3404 / 37 = ,92
62 - 100 = ,-38
55 + 90 = ,145
36 * 52 = ,1872
4 - 18 = ,-14
336 / 4 = ,84
2883 / 31 = ,93
50 - 68 = ,-18
76 - 85 = ,-9
38 - 74 = ,-36
38 - 70 = ,-32
2 * 33 = ,66
49 + 100 = ,149
97 + 100 = ,197
61 - 21 = ,40
79 + 63 = ,142
94 - 98 = ,-4
188 / 2 = ,94
5 - 45 = ,-40
82 - 41 = ,41
100 - 100 = ,0
19 - 96 = ,-77
65 * 57 = ,3705
73 + 83 = ,156
55 * 11 = ,605
36 + 4 = ,40
25 - 37 = ,-12
627 / 19 = ,33
16 + 22 = ,38
2992 / 34 = ,88
62 - 66 = ,-4
1000 / 50 = ,20
3276 / 91 = ,36
1044 / 36 = ,29
82 + 2 = ,84
12 - 6 = ,6
6003 / 69 = ,87
56 - 37 = ,19
69 - 43 = ,26
5 * 48 = ,240
3195 / 71 = ,45
19 - 16 = ,3
93 * 3 = ,279
2 * 32 = ,64
2 - 91 = ,-89
83 - 35 = ,48
91 - 43 = ,48
69 * 61 = ,4209
1560 / 26 = ,60
29 * 98 = ,2842
98 * 49 = ,4802
29 * 4 = ,116
3724 / 49 = ,76
86 - 33 = ,53
11 - 32 = ,-21
24 / 8 = ,3
494 / 26 = ,19
27 * 62 = ,1674
7 - 27 = ,-20
8100 / 81 = ,100
741 / 57 = ,13
5762 / 86 = ,67
6 + 34 = ,40
26 * 79 = ,2054
6100 / 61 = ,100
1462 / 34 = ,43
7227 / 73 = ,99
3 - 51 = ,-48
5481 / 63 = ,87
39 + 29 = ,68
1254 / 38 = ,33
44 * 73 = ,3212
84 - 62 = ,22
34 - 43 = ,-9
1188 / 18 = ,66
96 - 64 = ,32
75 * 11 = ,825
4485 / 69 = ,65
55 * 38 = ,2090
4956 / 59 = ,84
77 + 75 = ,152
10 - 95 = ,-85
66 + 53 = ,119
144 / 8 = ,18
30 * 73 = ,2190
86 - 68 = ,18
90 + 56 = ,146
4392 / 61 = ,72
72 / 1 = ,72
826 / 14 = ,59
66 + 79 = ,145
18 + 21 = ,39
275 / 5 = ,55
99 * 34 = ,3366
32 - 87 = ,-55
83 * 88 = ,7304
8835 / 93 = ,95
33 * 41 = ,1353
138 / 23 = ,6
37 * 90 = ,3330
33 - 5 = ,28
89 - 21 = ,68
60 - 45 = ,15
250 / 25 = ,10
4200 / 50 = ,84
66 - 1 = ,65
13 - 92 = ,-79
62 - 25 = ,37
25 * 17 = ,425
31 + 78 = ,109
49 + 28 = ,77
5 - 93 = ,-88
59 + 84 = ,143
47 * 4 = ,188
3528 / 84 = ,42
43 - 85 = ,-42
49 + 8 = ,57
4851 / 49 = ,99
3975 / 53 = ,75
64 / 64 = ,1
11 * 36 = ,396
97 - 8 = ,89
3 + 45 = ,48
4672 / 73 = ,64
7 * 43 = ,301
57 + 33 = ,90
2880 / 72 = ,40
36 + 33 = ,69
47 + 33 = ,80
95 + 49 = ,144
96 + 100 = ,196
4482 / 83 = ,54
1269 / 47 = ,27
99 - 41 = ,58
638 / 11 = ,58
99 - 24 = ,75
484 / 11 = ,44
15 - 22 = ,-7
182 / 91 = ,2
14 * 32 = ,448
98 + 46 = ,144
42 + 60 = ,102
5 / 1 = ,5
9 - 5 = ,4
552 / 46 = ,12
5265 / 81 = ,65
30 / 2 = ,15
63 * 20 = ,1260
57 * 59 = ,3363
54 - 14 = ,40
65 - 9 = ,56
63 * 38 = ,2394
88 + 39 = ,127
92 - 86 = ,6
46 + 42 = ,88
1470 / 42 = ,35
15 - 84 = ,-69
3354 / 78 = ,43
60 - 11 = ,49
8428 / 86 = ,98
35 - 72 = ,-37
30 - 34 = ,-4
90 / 45 = ,2
47 * 50 = ,2350
2378 / 58 = ,41
65 * 97 = ,6305
5510 / 95 = ,58
72 - 70 = ,2
23 * 60 = ,1380
77 - 31 = ,46
87 * 36 = ,3132
5874 / 66 = ,89
98 * 57 = ,5586
801 / 89 = ,9
1740 / 20 = ,87
85 + 77 = ,162
76 - 74 = ,2
979 / 89 = ,11
92 - 65 = ,27
14 + 96 = ,110
83 - 48 = ,35
99 * 28 = ,2772
16 + 36 = ,52
20 * 31 = ,620
340 / 4 = ,85
71 - 91 = ,-20
30 - 34 = ,-4
55 - 64 = ,-9
83 * 46 = ,3818
12 - 32 = ,-20
58 - 82 = ,-24
7209 / 81 = ,89
17 + 89 = ,106
22 - 55 = ,-33
42 - 53 = ,-11
94 + 38 = ,132
660 / 55 = ,12
2584 / 34 = ,76
19 - 91 = ,-72
53 * 14 = ,742
12 - 99 = ,-87
936 / 52 = ,18
396 / 33 = ,12
74 + 99 = ,173
84 - 87 = ,-3
47 * 1 = ,47
17 - 52 = ,-35
385 / 77 = ,5
22 - 87 = ,-65
69 * 28 = ,1932
1870 / 85 = ,22
26 * 79 = ,2054
4400 / 55 = ,80
266 / 7 = ,38
56 + 71 = ,127
8 + 35 = ,43
41 * 46 = ,1886
22 - 100 = ,-78
60 - 47 = ,13
41 + 66 = ,107
4830 / 69 = ,70
24 + 92 = ,116
3264 / 64 = ,51
78 - 68 = ,10
45 + 63 = ,108
20 + 60 = ,80
4752 / 54 = ,88
2 + 64 = ,66
80 * 4 = ,320
100 + 48 = ,148
1430 / 22 = ,65
96 * 79 = ,7584
744 / 31 = ,24
43 * 93 = ,3999
1235 / 65 = ,19
64 - 88 = ,-24
285 / 95 = ,3
6960 / 80 = ,87
95 * 21 = ,1995
19 * 84 = ,1596
100 * 84 = ,8400
77 * 70 = ,5390
32 - 71 = ,-39
71 * 81 = ,5751
741 / 57 = ,13
70 * 31 = ,2170
23 - 97 = ,-74
38 - 8 = ,30
29 + 36 = ,65
2484 / 54 = ,46
3906 / 63 = ,62
3519 / 51 = ,69
8455 / 95 = ,89
4230 / 94 = ,45
83 + 78 = ,161
3360 / 60 = ,56
84 + 33 = ,117
99 + 87 = ,186
10 + 48 = ,58
2204 / 58 = ,38
2 + 95 = ,97
57 + 89 = ,146
33 * 50 = ,1650
92 * 16 = ,1472
1078 / 22 = ,49
3355 / 55 = ,61
8 - 47 = ,-39
71 + 70 = ,141
33 * 43 = ,1419
2050 / 82 = ,25
92 - 42 = ,50
30 - 41 = ,-11
225 / 9 = ,25
26 + 6 = ,32
190 / 38 = ,5
48 - 17 = ,31
14 - 34 = ,-20
75 - 100 = ,-25
36 + 41 = ,77
72 + 50 = ,122
43 * 35 = ,1505
52 + 99 = ,151
74 * 66 = ,4884
16 - 16 = ,0
66 - 38 = ,28
21 / 3 = ,7
3630 / 55 = ,66
924 / 66 = ,14
4524 / 52 = ,87
672 / 42 = ,16
40 + 59 = ,99
9306 / 99 = ,94
54 + 28 = ,82
376 / 4 = ,94
75 + 39 = ,114
38 - 82 = ,-44
22 + 87 = ,109
23 * 10 = ,230
70 + 49 = ,119
72 - 55 = ,17
23 * 59 = ,1357
31 + 68 = ,99
87 + 87 = ,174
1 + 28 = ,29
63 + 74 = ,137
36 - 44 = ,-8
5 - 56 = ,-51
27 - 25 = ,2
12 + 64 = ,76
990 / 45 = ,22
75 + 50 = ,125
4160 / 64 = ,65
3145 / 37 = ,85
9 + 80 = ,89
510 / 51 = ,10
9 + 45 = ,54
26 - 39 = ,-13
50 - 99 = ,-49
75 + 42 = ,117
3264 / 68 = ,48
57 + 60 = ,117
6716 / 92 = ,73
4690 / 70 = ,67
28 * 24 = ,672
12 - 5 = ,7
6150 / 75 = ,82
76 + 33 = ,109
62 - 17 = ,45
90 * 8 = ,720
8640 / 96 = ,90
13 * 70 = ,910
55 - 37 = ,18
39 + 76 = ,115
51 - 26 = ,25
66 - 70 = ,-4
47 + 47 = ,94
34 + 7 = ,41
5673 / 61 = ,93
17 * 18 = ,306
3 * 47 = ,141
78 * 6 = ,468
33 + 67 = ,100
34 + 8 = ,42
1040 / 20 = ,52
3825 / 51 = ,75
61 + 97 = ,158
79 + 1 = ,80
61 * 62 = ,3782
96 + 58 = ,154
22 * 46 = ,1012
94 - 6 = ,88
47 * 44 = ,2068
28 + 41 = ,69
9 + 98 = ,107
3496 / 92 = ,38
30 + 62 = ,92
24 * 14 = ,336
6314 / 82 = ,77
174 / 3 = ,58
2340 / 39 = ,60
7 * 56 = ,392
33 - 32 = ,1
23 + 56 = ,79
49 + 85 = ,134
5293 / 79 = ,67
52 + 55 = ,107
1344 / 16 = ,84
66 * 94 = ,6204
29 + 63 = ,92
30 * 17 = ,510
60 - 64 = ,-4
7 - 14 = ,-7
58 - 19 = ,39
90 * 59 = ,5310
56 + 42 = ,98
1260 / 15 = ,84
1411 / 83 = ,17
71 + 61 = ,132
99 + 3 = ,102
14 - 87 = ,-73
11 - 65 = ,-54
26 + 31 = ,57
420 / 30 = ,14
6992 / 92 = ,76
66 * 100 = ,6600
2 - 67 = ,-65
67 + 86 = ,153
18 * 14 = ,252
31 - 17 = ,14
21 - 79 = ,-58
39 * 56 = ,2184
5376 / 56 = ,96
43 * 51 = ,2193
77 + 9 = ,86
87 - 87 = ,0
54 + 2 = ,56
4100 / 100 = ,41
708 / 12 = ,59
13 * 71 = ,923
43 - 28 = ,15
51 + 34 = ,85
3520 / 80 = ,44
73 * 47 = ,3431
49 + 81 = ,130
135 / 27 = ,5
52 + 46 = ,98
4307 / 59 = ,73
98 + 94 = ,192
63 - 63 = ,0
72 - 81 = ,-9
46 * 58 = ,2668
71 - 39 = ,32
82 - 54 = ,28
6072 / 88 = ,69
42 - 79 = ,-37
37 + 31 = ,68
25 - 87 = ,-62
8 * 59 = ,472
58 + 63 = ,121
83 - 99 = ,-16
85 * 15 = ,1275
45 + 53 = ,98
2937 / 33 = ,89
85 * 6 = ,510
28 * 84 = ,2352
539 / 7 = ,77
1394 / 34 = ,41
52 * 39 = ,2028
1140 / 12 = ,95
5 * 18 = ,90
31 + 68 = ,99
5952 / 96 = ,62
89 - 66 = ,23
20 * 58 = ,1160
1776 / 37 = ,48
9310 / 95 = ,98
51 * 59 = ,3009
30 - 97 = ,-67
53 - 59 = ,-6
35 + 16 = ,51
1501 / 19 = ,79
29 * 33 = ,957
11 * 18 = ,198
100 * 15 = ,1500
936 / 13 = ,72
87 * 4 = ,348
460 / 10 = ,46
17 - 71 = ,-54
52 + 35 = ,87
4012 / 68 = ,59
1968 / 24 = ,82
98 * 34 = ,3332
97 * 51 = ,4947
70 * 50 = ,3500
100 / 1 = ,100
440 / 88 = ,5
17 - 59 = ,-42
62 * 14 = ,868
900 / 60 = ,15
54 + 63 = ,117
17 * 93 = ,1581
4608 / 48 = ,96
3 - 50 = ,-47
65 * 16 = ,1040
100 + 88 = ,188
80 * 42 = ,3360
6 + 43 = ,49
50 * 49 = ,2450
66 * 44 = ,2904
59 + 87 = ,146
49 * 38 = ,1862
100 * 55 = ,5500
81 + 58 = ,139
16 + 55 = ,71
91 * 25 = ,2275
5 * 94 = ,470
5146 / 62 = ,83
69 + 53 = ,122
1364 / 62 = ,22
83 + 44 = ,127
66 * 72 = ,4752
4134 / 53 = ,78
60 - 96 = ,-36
1505 / 35 = ,43
21 * 81 = ,1701
5 + 94 = ,99
35 * 55 = ,1925
5 - 50 = ,-45
17 + 49 = ,66
22 - 82 = ,-60
1856 / 58 = ,32
54 + 34 = ,88
65 * 25 = ,1625
82 + 32 = ,114
43 - 27 = ,16
39 - 74 = ,-35
46 - 67 = ,-21
6603 / 71 = ,93
21 + 26 = ,47
1494 / 18 = ,83
54 * 95 = ,5130
70 - 98 = ,-28
46 - 80 = ,-34
75 * 46 = ,3450
85 - 13 = ,72
85 + 83 = ,168
76 - 29 = ,47
100 * 31 = ,3100
32 - 38 = ,-6
41 * 57 = ,2337
38 + 43 = ,81
99 + 32 = ,131
39 * 99 = ,3861
80 - 84 = ,-4
9 - 80 = ,-71
6570 / 73 = ,90
1040 / 80 = ,13
4964 / 68 = ,73
41 + 97 = ,138
46 + 85 = ,131
1850 / 74 = ,25
3 + 87 = ,90
51 + 44 = ,95
67 * 43 = ,2881
67 - 15 = ,52
11 * 46 = ,506
78 + 44 = ,122
650 / 26 = ,25
57 * 100 = ,5700
30 + 78 = ,108
46 - 11 = ,35
58 + 21 = ,79
97 * 1 = ,97
96 * 37 = ,3552
2697 / 29 = ,93
32 * 59 = ,1888
1638 / 21 = ,78
79 - 99 = ,-20
37 + 84 = ,121
73 + 64 = ,137
84 * 47 = ,3948
84 - 30 = ,54
86 + 22 = ,108
25 - 24 = ,1
92 - 19 = ,73
54 * 14 = ,756
747 / 83 = ,9
49 * 87 = ,4263
77 - 72 = ,5
33 * 52 = ,1716
1827 / 63 = ,29
608 / 32 = ,19
29 - 89 = ,-60
70 - 71 = ,-1
75 - 7 = ,68
17 * 94 = ,1598
28 * 86 = ,2408
58 * 44 = ,2552
7 - 89 = ,-82
100 * 93 = ,9300
8910 / 90 = ,99
98 + 4 = ,102
4617 / 81 = ,57
7584 / 79 = ,96
72 * 4 = ,288
7 * 8 = ,56
60 - 58 = ,2
35 + 59 = ,94
97 * 73 = ,7081
80 - 57 = ,23
2 * 53 = ,106
990 / 11 = ,90
19 * 92 = ,1748
7084 / 92 = ,77
45 - 67 = ,-22
100 - 96 = ,4
3 - 100 = ,-97
38 - 67 = ,-29
1369 / 37 = ,37
17 + 87 = ,104
1886 / 23 = ,82
98 - 69 = ,29
26 * 3 = ,78
44 - 67 = ,-23
4998 / 98 = ,51
67 + 24 = ,91
57 - 19 = ,38
608 / 76 = ,8
81 * 32 = ,2592
95 - 35 = ,60
1 + 29 = ,30
46 * 54 = ,2484
95 - 13 = ,82
2592 / 48 = ,54
53 * 98 = ,5194
91 - 51 = ,40
13 * 41 = ,533
51 - 39 = ,12
78 * 41 = ,3198
3608 / 41 = ,88
44 + 100 = ,144
3154 / 83 = ,38
89 + 99 = ,188
3080 / 44 = ,70
7144 / 94 = ,76
270 / 9 = ,30
2684 / 44 = ,61
100 + 19 = ,119
25 - 9 = ,16
50 - 73 = ,-23
18 + 27 = ,45
20 * 96 = ,1920
24 * 97 = ,2328
76 * 25 = ,1900
29 + 12 = ,41
25 * 27 = ,675
8 + 94 = ,102
2346 / 51 = ,46
21 * 53 = ,1113
51 - 8 = ,43
60 * 79 = ,4740
7968 / 83 = ,96
1 - 24 = ,-23
94 - 6 = ,88
20 - 90 = ,-70
84 * 4 = ,336
37 - 25 = ,12
632 / 79 = ,8
24 + 93 = ,117
3888 / 54 = ,72
2368 / 64 = ,37
2 * 58 = ,116
75 + 100 = ,175
96 + 77 = ,173
82 * 72 = ,5904
36 - 54 = ,-18
27 + 99 = ,126
90 * 98 = ,8820
50 - 18 = ,32
59 - 53 = ,6
31 - 54 = ,-23
29 - 61 = ,-32
44 - 38 = ,6
4 + 11 = ,15
45 * 82 = ,3690
89 + 99 = ,188
2522 / 97 = ,26
630 / 10 = ,63
88 + 94 = ,182
88 + 92 = ,180
552 / 8 = ,69
3752 / 56 = ,67
85 + 44 = ,129
89 + 41 = ,130
2970 / 45 = ,66
91 - 62 = ,29
3306 / 38 = ,87
79 * 96 = ,7584
77 - 65 = ,12
168 / 84 = ,2
27 * 69 = ,1863
3404 / 37 = ,92
26 + 18 = ,44
89 * 46 = ,4094
41 - 14 = ,27
37 * 7 = ,259
2538 / 94 = ,27
56 + 81 = ,137
59 - 75 = ,-16
12 + 20 = ,32
4 - 78 = ,-74
42 + 100 = ,142
12 * 66 = ,792
15 * 70 = ,1050
1760 / 44 = ,40
58 - 62 = ,-4
3496 / 92 = ,38
22 * 95 = ,2090
83 * 77 = ,6391
96 + 42 = ,138
82 + 48 = ,130
6536 / 76 = ,86
55 * 46 = ,2530
45 + 4 = ,49
69 * 34 = ,2346
61 * 31 = ,1891
74 * 39 = ,2886
52 * 78 = ,4056
45 * 96 = ,4320
2508 / 44 = ,57
12 - 47 = ,-35
91 - 33 = ,58
72 + 71 = ,143
46 * 72 = ,3312
8 * 33 = ,264
63 - 31 = ,32
2112 / 33 = ,64
44 * 73 = ,3212
95 * 25 = ,2375
38 + 97 = ,135
95 + 7 = ,102
54 + 90 = ,144
13 - 56 = ,-43
26 + 73 = ,99
44 * 30 = ,1320
900 / 36 = ,25
65 - 54 = ,11
22 * 72 = ,1584
30 - 99 = ,-69
6806 / 82 = ,83
67 + 81 = ,148
81 - 42 = ,39
43 + 77 = ,120
3016 / 52 = ,58
52 + 92 = ,144
81 * 89 = ,7209
23 + 60 = ,83
2590 / 74 = ,35
73 * 52 = ,3796
204 / 51 = ,4
10 + 48 = ,58
92 - 56 = ,36
52 + 93 = ,145
180 / 18 = ,10
5040 / 84 = ,60
63 * 42 = ,2646
85 - 92 = ,-7
59 + 64 = ,123
1760 / 80 = ,22
11 - 58 = ,-47
59 * 31 = ,1829
5456 / 88 = ,62
1 - 90 = ,-89
53 * 51 = ,2703
23 * 89 = ,2047
51 - 32 = ,19
61 * 46 = ,2806
99 * 58 = ,5742
36 + 81 = ,117
8 * 40 = ,320
73 * 38 = ,2774
48 * 98 = ,4704
8 - 73 = ,-65
4 - 50 = ,-46
83 * 35 = ,2905
5304 / 68 = ,78
79 - 4 = ,75
6840 / 95 = ,72
81 - 24 = ,57
71 + 78 = ,149
96 + 97 = ,193
71 - 62 = ,9
47 - 14 = ,33
96 - 24 = ,72
24 - 58 = ,-34
26 - 3 = ,23
72 + 12 = ,84
47 - 67 = ,-20
10 * 67 = ,670
66 * 36 = ,2376
81 + 64 = ,145
86 - 20 = ,66
57 + 50 = ,107
32 - 90 = ,-58
2915 / 53 = ,55
7 + 24 = ,31
1980 / 30 = ,66
11 * 51 = ,561
10 + 26 = ,36
10 - 97 = ,-87
94 - 53 = ,41
18 + 22 = ,40
75 - 7 = ,68
22 + 61 = ,83
2046 / 33 = ,62
19 + 58 = ,77
98 - 58 = ,40
10 + 87 = ,97
550 / 50 = ,11
2080 / 40 = ,52
3 - 97 = ,-94
8924 / 92 = ,97
37 * 32 = ,1184
64 * 91 = ,5824
49 - 17 = ,32
1400 / 14 = ,100
33 - 46 = ,-13
64 - 14 = ,50
56 - 44 = ,12
85 - 6 = ,79
1023 / 93 = ,11
14 - 93 = ,-79
64 - 25 = ,39
34 - 83 = ,-49
61 + 1 = ,62
89 + 64 = ,153
24 + 83 = ,107
96 + 11 = ,107
2040 / 68 = ,30
26 + 25 = ,51
36 * 6 = ,216
95 - 13 = ,82
65 * 49 = ,3185
93 + 29 = ,122
26 - 14 = ,12
45 * 35 = ,1575
63 * 64 = ,4032
15 + 44 = ,59
39 * 97 = ,3783
74 + 27 = ,101
4028 / 76 = ,53
3690 / 90 = ,41
45 + 42 = ,87
100 * 77 = ,7700
3234 / 33 = ,98
41 * 76 = ,3116
75 / 3 = ,25
12 + 25 = ,37
2016 / 36 = ,56
83 - 78 = ,5
11 + 89 = ,100
73 * 43 = ,3139
20 * 67 = ,1340
2 - 100 = ,-98
44 - 51 = ,-7
31 + 92 = ,123
61 + 17 = ,78
97 - 55 = ,42
26 - 45 = ,-19
1 + 35 = ,36
46 + 32 = ,78
1767 / 93 = ,19
36 - 3 = ,33
72 * 73 = ,5256
6290 / 74 = ,85
69 + 4 = ,73
23 * 2 = ,46
16 - 70 = ,-54
89 - 78 = ,11
64 / 1 = ,64
31 * 80 = ,2480
80 + 40 = ,120
3760 / 94 = ,40
5920 / 80 = ,74
4399 / 53 = ,83
4752 / 72 = ,66
4257 / 43 = ,99
1 * 55 = ,55
30 - 35 = ,-5
47 * 23 = ,1081
8 * 20 = ,160
3 * 56 = ,168
51 + 55 = ,106
76 * 40 = ,3040
31 + 53 = ,84
4094 / 89 = ,46
21 * 11 = ,231
140 / 14 = ,10
17 - 19 = ,-2
201 / 67 = ,3
12 + 34 = ,46
3440 / 80 = ,43
42 - 53 = ,-11
6 * 51 = ,306
1360 / 16 = ,85
96 + 44 = ,140
90 + 64 = ,154
4312 / 56 = ,77
83 - 75 = ,8
77 + 89 = ,166
1824 / 19 = ,96
568 / 8 = ,71
83 * 74 = ,6142
5 * 90 = ,450
28 - 13 = ,15
1 * 22 = ,22
110 / 10 = ,11
4 + 5 = ,9
55 - 18 = ,37
728 / 91 = ,8
61 + 13 = ,74
14 + 30 = ,44
21 - 40 = ,-19
21 - 99 = ,-78
4212 / 78 = ,54
836 / 76 = ,11
7225 / 85 = ,85
6 + 12 = ,18
26 - 78 = ,-52
27 - 11 = ,16
67 - 88 = ,-21
1400 / 56 = ,25
93 - 48 = ,45
56 - 96 = ,-40
5694 / 73 = ,78
62 + 45 = ,107
61 - 99 = ,-38
64 * 10 = ,640
1440 / 72 = ,20
90 - 24 = ,66
72 * 2 = ,144
5940 / 99 = ,60
1846 / 26 = ,71
2088 / 72 = ,29
94 - 11 = ,83
45 + 87 = ,132
292 / 73 = ,4
37 * 78 = ,2886
86 - 5 = ,81
28 + 48 = ,76
493 / 17 = ,29
98 - 74 = ,24
10 * 36 = ,360
50 * 8 = ,400
5 + 35 = ,40
21 * 77 = ,1617
2528 / 32 = ,79
67 + 29 = ,96
6174 / 98 = ,63
23 + 48 = ,71
95 + 77 = ,172
1232 / 28 = ,44
44 - 41 = ,3
5 * 99 = ,495
81 * 86 = ,6966
3150 / 63 = ,50
66 + 64 = ,130
39 * 24 = ,936
2793 / 49 = ,57
64 + 13 = ,77
20 * 25 = ,500
6 - 9 = ,-3
25 - 55 = ,-30
62 - 21 = ,41
65 * 75 = ,4875
1495 / 65 = ,23
9 + 34 = ,43
4 + 22 = ,26
144 / 48 = ,3
4356 / 99 = ,44
87 * 94 = ,8178
10 - 67 = ,-57
74 - 52 = ,22
40 - 11 = ,29
44 * 13 = ,572
98 - 18 = ,80
51 * 78 = ,3978
62 - 54 = ,8
712 / 89 = ,8
1720 / 43 = ,40
1 + 60 = ,61
11 * 49 = ,539
2 * 19 = ,38
72 * 24 = ,1728
265 / 53 = ,5
11 + 97 = ,108
94 + 17 = ,111
3162 / 62 = ,51
10 * 12 = ,120
53 - 30 = ,23
81 - 27 = ,54
15 - 99 = ,-84
5 * 6 = ,30
44 - 63 = ,-19
855 / 95 = ,9
23 - 10 = ,13
1617 / 77 = ,21
65 - 21 = ,44
64 + 28 = ,92
188 / 47 = ,4
10 + 60 = ,70
4510 / 82 = ,55
19 - 58 = ,-39
71 * 40 = ,2840
98 - 53 = ,45
3880 / 40 = ,97
17 * 61 = ,1037
2244 / 68 = ,33
94 + 24 = ,118
80 * 12 = ,960
324 / 9 = ,36
3290 / 47 = ,70
2380 / 34 = ,70
11 * 1 = ,11
1680 / 30 = ,56
3 * 86 = ,258
22 * 59 = ,1298
15 + 7 = ,22
17 * 12 = ,204
84 + 72 = ,156
64 * 87 = ,5568
63 - 80 = ,-17
64 * 35 = ,2240
25 * 8 = ,200
73 * 53 = ,3869
73 * 42 = ,3066
43 - 31 = ,12
47 + 99 = ,146
4002 / 46 = ,87
23 * 96 = ,2208
4260 / 60 = ,71
286 / 22 = ,13
70 * 40 = ,2800
57 + 31 = ,88
6 * 90 = ,540
32 + 97 = ,129
63 - 6 = ,57
3204 / 36 = ,89
1890 / 42 = ,45
6688 / 76 = ,88
86 - 3 = ,83
291 / 97 = ,3
25 + 27 = ,52
1632 / 34 = ,48
82 - 25 = ,57
45 - 90 = ,-45
37 + 74 = ,111
43 - 21 = ,22
53 * 49 = ,2597
38 + 53 = ,91
506 / 23 = ,22
98 + 77 = ,175
64 - 70 = ,-6
25 - 97 = ,-72
50 + 39 = ,89
17 * 32 = ,544
63 * 55 = ,3465
65 - 37 = ,28
47 - 60 = ,-13
42 * 75 = ,3150
99 - 33 = ,66
18 * 33 = ,594
1886 / 41 = ,46
86 - 90 = ,-4
32 - 100 = ,-68
90 + 54 = ,144
28 - 30 = ,-2
29 - 25 = ,4
9 + 20 = ,29
765 / 85 = ,9
55 / 55 = ,1
212 / 53 = ,4
61 * 96 = ,5856
2881 / 43 = ,67
45 - 23 = ,22
108 / 54 = ,2
4 + 86 = ,90
25 - 46 = ,-21
99 + 72 = ,171
78 * 92 = ,7176
39 + 19 = ,58
19 * 44 = ,836
94 - 10 = ,84
92 + 62 = ,154
81 * 72 = ,5832
1740 / 58 = ,30
83 - 53 = ,30
12 + 21 = ,33
54 * 74 = ,3996
31 + 25 = ,56
4042 / 86 = ,47
96 * 53 = ,5088
26 - 20 = ,6
72 + 44 = ,116
15 - 7 = ,8
700 / 28 = ,25
30 * 51 = ,1530
31 * 1 = ,31
61 + 83 = ,144
20 - 68 = ,-48
65 - 44 = ,21
94 * 16 = ,1504
6225 / 83 = ,75
17 - 56 = ,-39
29 * 36 = ,1044
88 - 64 = ,24
49 * 69 = ,3381
1869 / 89 = ,21
70 * 23 = ,1610
60 - 66 = ,-6
91 - 78 = ,13
252 / 21 = ,12
62 + 34 = ,96
3 * 10 = ,30
54 + 100 = ,154
70 * 25 = ,1750
64 + 84 = ,148
66 * 38 = ,2508
93 * 87 = ,8091
1776 / 48 = ,37
94 * 55 = ,5170
70 - 98 = ,-28
